cycle,timestamp,counts,speeds,probs,selected,duration,confidence
95,21:31:52,"[63, 26, 18, 29]","[3.9, 6.8, 7.8, 39.5]","{'N': np.float64(0.9302485207330369), 'S': np.float64(0.8920566877909194), 'E': np.float64(0.8650152444301679), 'W': np.float64(0.1178520008482617)}",N,45.0,0.93
96,21:31:52,"[113, 46, 10, 96]","[37.4, 25.2, 39.3, 44.2]","{'N': np.float64(0.9309020866390447), 'S': np.float64(0.919131070672648), 'E': np.float64(0.12472820560631831), 'W': np.float64(0.9166066233808828)}",N,45.0,0.93
97,21:31:52,"[37, 83, 92, 28]","[31.7, 8.3, 12.3, 30.5]","{'N': np.float64(0.8449824490669612), 'S': np.float64(0.9272165183549334), 'E': np.float64(0.9348325952952312), 'W': np.float64(0.14051706077926138)}",E,45.0,0.93
98,21:31:52,"[96, 34, 67, 73]","[42.1, 28.2, 22.2, 24.3]","{'N': np.float64(0.9256486479931318), 'S': np.float64(0.1818632326136542), 'E': np.float64(0.9287113136100041), 'W': np.float64(0.9248740992511184)}",E,45.0,0.93
99,21:31:52,"[55, 88, 99, 33]","[44.8, 41.5, 11.9, 19.1]","{'N': np.float64(0.9393476196698157), 'S': np.float64(0.9253427984258146), 'E': np.float64(0.9460306193163698), 'W': np.float64(0.6130813119189784)}",E,45.0,0.95
100,21:31:53,"[5, 23, 35, 8]","[16.7, 5.4, 10.7, 26.5]","{'N': np.float64(0.7953476913038842), 'S': np.float64(0.9174467778754163), 'E': np.float64(0.809405767066602), 'W': np.float64(0.2743581010488306)}",S,45.0,0.92
101,21:31:53,"[40, 88, 94, 71]","[4.2, 7.0, 27.2, 10.1]","{'N': np.float64(0.9077246302700004), 'S': np.float64(0.9393884126764612), 'E': np.float64(0.9241740189211121), 'W': np.float64(0.9202479050810668)}",S,45.0,0.94
102,21:31:53,"[83, 13, 10, 17]","[2.4, 27.6, 30.9, 34.6]","{'N': np.float64(0.9182002893858638), 'S': np.float64(0.15676296538752252), 'E': np.float64(0.13463251753958091), 'W': np.float64(0.13222953283548758)}",N,45.0,0.92
103,21:31:53,"[40, 102, 94, 57]","[34.8, 24.0, 8.9, 49.8]","{'N': np.float64(0.14692185535450403), 'S': np.float64(0.9303592938200703), 'E': np.float64(0.917830348104709), 'W': np.float64(0.9204548595054035)}",S,45.0,0.93
104,21:31:53,"[16, 111, 73, 6]","[50.0, 29.6, 42.6, 11.3]","{'N': np.float64(0.11681886077173693), 'S': np.float64(0.937736103811253), 'E': np.float64(0.9286116711197067), 'W': np.float64(0.805008176389883)}",S,45.0,0.94
105,21:31:53,"[62, 113, 118, 66]","[20.2, 39.9, 27.3, 8.2]","{'N': np.float64(0.9070632092765487), 'S': np.float64(0.8983235107682583), 'E': np.float64(0.9041009099387124), 'W': np.float64(0.8930122078505491)}",N,45.0,0.91
106,21:31:53,"[85, 32, 49, 62]","[41.5, 40.4, 44.7, 39.2]","{'N': np.float64(0.9294328916321352), 'S': np.float64(0.1113663621061054), 'E': np.float64(0.9245352556456046), 'W': np.float64(0.9186874580770389)}",N,45.0,0.93
107,21:31:53,"[18, 53, 85, 46]","[37.2, 34.0, 29.5, 19.3]","{'N': np.float64(0.11265728619992525), 'S': np.float64(0.920328831268179), 'E': np.float64(0.9223793641482314), 'W': np.float64(0.9377603986243649)}",W,45.0,0.94
108,21:31:53,"[82, 17, 72, 47]","[45.1, 41.8, 17.7, 47.6]","{'N': np.float64(0.9107775903804994), 'S': np.float64(0.10821615461369212), 'E': np.float64(0.9271492965249647), 'W': np.float64(0.9253500473433359)}",E,45.0,0.93
109,21:31:53,"[78, 40, 64, 115]","[47.8, 33.0, 49.6, 36.2]","{'N': np.float64(0.9252758383107446), 'S': np.float64(0.18003276367832638), 'E': np.float64(0.9254902618746392), 'W': np.float64(0.9112814948318592)}",E,45.0,0.93
110,21:31:53,"[73, 43, 30, 19]","[40.9, 20.3, 41.8, 4.9]","{'N': np.float64(0.9232819097683553), 'S': np.float64(0.9069696293936551), 'E': np.float64(0.12396488428132339), 'W': np.float64(0.870901397614144)}",N,45.0,0.92
111,21:31:53,"[12, 71, 15, 25]","[9.3, 39.2, 29.8, 21.5]","{'N': np.float64(0.8676075007192321), 'S': np.float64(0.9143681976737118), 'E': np.float64(0.14658888949594037), 'W': np.float64(0.4074167329683375)}",S,45.0,0.91
112,21:31:53,"[90, 83, 102, 52]","[17.2, 33.3, 45.5, 45.6]","{'N': np.float64(0.9382017395636972), 'S': np.float64(0.931437915349876), 'E': np.float64(0.9309912675542703), 'W': np.float64(0.9191299709510952)}",N,45.0,0.94
113,21:31:54,"[102, 114, 102, 86]","[4.3, 32.3, 15.7, 4.6]","{'N': np.float64(0.9233153728188875), 'S': np.float64(0.9281775601998282), 'E': np.float64(0.9335445125787436), 'W': np.float64(0.9385379142993996)}",W,45.0,0.94
114,21:31:54,"[85, 104, 35, 107]","[4.6, 22.1, 30.6, 30.9]","{'N': np.float64(0.9275493977813337), 'S': np.float64(0.9332596079807314), 'E': np.float64(0.15902024710245888), 'W': np.float64(0.9316782915069507)}",S,45.0,0.93
115,21:31:54,"[87, 47, 28, 112]","[44.1, 6.7, 35.9, 23.7]","{'N': np.float64(0.93108496940096), 'S': np.float64(0.9442114559014446), 'E': np.float64(0.12739885027231135), 'W': np.float64(0.9229361024597398)}",S,45.0,0.94
116,21:31:54,"[90, 39, 91, 102]","[34.8, 37.1, 33.3, 24.1]","{'N': np.float64(0.9309183218676037), 'S': np.float64(0.1166384062050506), 'E': np.float64(0.9321961448513334), 'W': np.float64(0.9322119250515347)}",W,45.0,0.93
117,21:31:54,"[94, 30, 81, 62]","[23.6, 14.1, 13.9, 11.7]","{'N': np.float64(0.9369840033250673), 'S': np.float64(0.8288745146280744), 'E': np.float64(0.9352780362707074), 'W': np.float64(0.9275149828405816)}",N,45.0,0.94
118,21:31:54,"[28, 51, 45, 77]","[25.1, 16.9, 34.7, 41.8]","{'N': np.float64(0.19420468355842666), 'S': np.float64(0.9357946218681178), 'E': np.float64(0.9273008066310958), 'W': np.float64(0.9175109402385436)}",S,45.0,0.94
119,21:31:54,"[98, 6, 15, 45]","[31.3, 48.4, 46.4, 37.5]","{'N': np.float64(0.900749143674998), 'S': np.float64(0.12162618455780037), 'E': np.float64(0.12990010959799192), 'W': np.float64(0.8774699537865979)}",N,45.0,0.9
120,21:31:54,"[57, 48, 19, 98]","[12.3, 21.1, 36.9, 5.4]","{'N': np.float64(0.9322712656766764), 'S': np.float64(0.9236338344003754), 'E': np.float64(0.09680795388455214), 'W': np.float64(0.94198138028603)}",W,45.0,0.94
121,21:31:54,"[38, 115, 71, 98]","[25.7, 33.2, 48.2, 19.1]","{'N': np.float64(0.2814569915640906), 'S': np.float64(0.9198475629396063), 'E': np.float64(0.9244056964624419), 'W': np.float64(0.9371919457803611)}",W,45.0,0.94
122,21:31:54,"[41, 110, 53, 105]","[5.1, 23.3, 43.6, 16.1]","{'N': np.float64(0.9390673455272974), 'S': np.float64(0.9204773080715205), 'E': np.float64(0.9132701709557394), 'W': np.float64(0.9069105714990379)}",N,45.0,0.94
123,21:31:54,"[63, 117, 52, 109]","[43.7, 48.2, 38.5, 16.8]","{'N': np.float64(0.8964532976386761), 'S': np.float64(0.9136473018984557), 'E': np.float64(0.9119795484375178), 'W': np.float64(0.9114947699055305)}",S,45.0,0.91
124,21:31:54,"[90, 74, 18, 67]","[37.0, 49.5, 4.1, 6.0]","{'N': np.float64(0.9353425013165068), 'S': np.float64(0.9203201615614931), 'E': np.float64(0.8879497077684967), 'W': np.float64(0.9484415355564499)}",W,45.0,0.95
125,21:31:54,"[110, 64, 56, 85]","[41.5, 30.0, 24.0, 28.4]","{'N': np.float64(0.9362962810349683), 'S': np.float64(0.929871838158356), 'E': np.float64(0.919312590337099), 'W': np.float64(0.9328825385860623)}",N,45.0,0.94
126,21:31:55,"[101, 18, 72, 44]","[33.8, 25.1, 22.0, 3.3]","{'N': np.float64(0.9120920275988418), 'S': np.float64(0.18295454367767777), 'E': np.float64(0.9187239070745238), 'W': np.float64(0.9298622123085284)}",W,45.0,0.93
127,21:31:55,"[41, 75, 75, 96]","[46.4, 29.5, 32.8, 4.6]","{'N': np.float64(0.9108573355418211), 'S': np.float64(0.9206407097052255), 'E': np.float64(0.9245354277042828), 'W': np.float64(0.9310738629872595)}",W,45.0,0.93
128,21:31:55,"[53, 80, 101, 84]","[35.6, 38.0, 42.1, 6.2]","{'N': np.float64(0.9286480051241401), 'S': np.float64(0.918695512682899), 'E': np.float64(0.9162941864217665), 'W': np.float64(0.934843343153355)}",W,45.0,0.93
129,21:31:55,"[82, 21, 20, 79]","[7.4, 11.7, 3.1, 11.9]","{'N': np.float64(0.9389817764158737), 'S': np.float64(0.8801192175477126), 'E': np.float64(0.9096935206544318), 'W': np.float64(0.9445280133318522)}",W,45.0,0.94
130,21:31:55,"[11, 114, 78, 16]","[38.7, 23.9, 20.4, 7.0]","{'N': np.float64(0.09335834627472785), 'S': np.float64(0.9135972337802184), 'E': np.float64(0.9151413446215664), 'W': np.float64(0.8513831150370703)}",E,45.0,0.92
131,21:31:55,"[52, 40, 52, 101]","[36.7, 31.3, 24.9, 34.3]","{'N': np.float64(0.9261596690313973), 'S': np.float64(0.8862091000473636), 'E': np.float64(0.9290591710681844), 'W': np.float64(0.9278170337702725)}",E,45.0,0.93
132,21:31:55,"[101, 77, 94, 64]","[11.7, 19.8, 17.9, 26.9]","{'N': np.float64(0.9375945501383539), 'S': np.float64(0.9169744361042284), 'E': np.float64(0.9311504639886388), 'W': np.float64(0.9267836750259413)}",N,45.0,0.94
133,21:31:55,"[26, 115, 102, 114]","[44.6, 43.3, 11.8, 6.4]","{'N': np.float64(0.112675898211133), 'S': np.float64(0.8816808790851801), 'E': np.float64(0.9121874832247001), 'W': np.float64(0.9243874730129037)}",W,45.0,0.92
134,21:31:55,"[25, 107, 12, 40]","[31.0, 42.9, 26.9, 10.0]","{'N': np.float64(0.11532185711722216), 'S': np.float64(0.9188263394855866), 'E': np.float64(0.1817862190814623), 'W': np.float64(0.891645215276142)}",S,45.0,0.92
135,21:31:55,"[60, 40, 91, 101]","[22.5, 19.0, 45.9, 8.8]","{'N': np.float64(0.924514602710491), 'S': np.float64(0.8636729302076742), 'E': np.float64(0.9187427644294273), 'W': np.float64(0.9203176653549442)}",N,45.0,0.92
136,21:31:55,"[28, 90, 107, 19]","[46.6, 15.3, 39.8, 36.2]","{'N': np.float64(0.11888449831438536), 'S': np.float64(0.9336917358676858), 'E': np.float64(0.9287682128725417), 'W': np.float64(0.11615876153446586)}",S,45.0,0.93
137,21:31:55,"[30, 92, 110, 114]","[18.6, 47.0, 28.0, 46.6]","{'N': np.float64(0.7000036114535669), 'S': np.float64(0.9210757260267536), 'E': np.float64(0.9277923854719639), 'W': np.float64(0.9205982158750413)}",E,45.0,0.93
138,21:31:55,"[29, 16, 72, 55]","[46.6, 36.7, 22.2, 41.7]","{'N': np.float64(0.0973202744528438), 'S': np.float64(0.11489925085193993), 'E': np.float64(0.9264681156052141), 'W': np.float64(0.9255064024674751)}",E,45.0,0.93
139,21:31:56,"[63, 72, 40, 81]","[19.1, 18.6, 41.8, 18.7]","{'N': np.float64(0.9354072106249951), 'S': np.float64(0.9328151209565744), 'E': np.float64(0.10072608396925264), 'W': np.float64(0.9293131193673935)}",N,45.0,0.94
140,21:31:56,"[79, 39, 102, 42]","[21.9, 5.5, 6.7, 7.6]","{'N': np.float64(0.9202813691134711), 'S': np.float64(0.8705813734148938), 'E': np.float64(0.9196244741377956), 'W': np.float64(0.9121732597863345)}",N,45.0,0.92
141,21:31:56,"[5, 102, 20, 101]","[14.5, 9.0, 31.3, 31.3]","{'N': np.float64(0.7919909939117143), 'S': np.float64(0.9305518380818982), 'E': np.float64(0.12248149505469769), 'W': np.float64(0.9256324401468402)}",S,45.0,0.93
142,21:31:56,"[87, 64, 36, 30]","[27.2, 8.4, 15.6, 29.2]","{'N': np.float64(0.9302196912890309), 'S': np.float64(0.934718186444183), 'E': np.float64(0.8280660602008685), 'W': np.float64(0.18522570289998838)}",S,45.0,0.93
143,21:31:56,"[75, 63, 81, 61]","[36.9, 21.1, 44.4, 44.3]","{'N': np.float64(0.9295101167511569), 'S': np.float64(0.924503362490795), 'E': np.float64(0.9223391542864728), 'W': np.float64(0.9266963179487825)}",N,45.0,0.93
144,21:31:56,"[30, 43, 14, 44]","[11.9, 18.0, 36.3, 22.6]","{'N': np.float64(0.8559855712739257), 'S': np.float64(0.9308982939156158), 'E': np.float64(0.11269110835609053), 'W': np.float64(0.9202849919263476)}",S,45.0,0.93
145,21:31:56,"[30, 112, 116, 68]","[37.7, 26.6, 23.8, 44.6]","{'N': np.float64(0.13607503185984204), 'S': np.float64(0.9135649009915456), 'E': np.float64(0.9288418036764395), 'W': np.float64(0.9235672428607434)}",E,45.0,0.93
146,21:31:56,"[81, 52, 86, 87]","[11.9, 16.9, 14.5, 24.9]","{'N': np.float64(0.9364408552676651), 'S': np.float64(0.9334567986333482), 'E': np.float64(0.9376370251276622), 'W': np.float64(0.9290612572987647)}",E,45.0,0.94
147,21:31:56,"[64, 64, 92, 90]","[14.0, 37.1, 8.2, 43.0]","{'N': np.float64(0.9414087422844614), 'S': np.float64(0.9307712155500922), 'E': np.float64(0.9403365781821037), 'W': np.float64(0.9254375571320823)}",N,45.0,0.94
148,21:31:56,"[43, 14, 115, 99]","[31.7, 23.9, 39.8, 49.5]","{'N': np.float64(0.8942979697187158), 'S': np.float64(0.3321657642192635), 'E': np.float64(0.9225693163814634), 'W': np.float64(0.9033948500497904)}",E,45.0,0.92
149,21:31:56,"[101, 7, 72, 28]","[34.0, 45.9, 25.1, 2.3]","{'N': np.float64(0.9017573217927518), 'S': np.float64(0.1266819310199344), 'E': np.float64(0.8975395270483739), 'W': np.float64(0.8354675421757146)}",N,45.0,0.9
150,21:31:56,"[22, 84, 38, 49]","[46.6, 38.2, 10.6, 24.2]","{'N': np.float64(0.08230235061838426), 'S': np.float64(0.9191271327484568), 'E': np.float64(0.8969108948117451), 'W': np.float64(0.9367707059918619)}",W,45.0,0.94
151,21:31:56,"[87, 61, 109, 55]","[33.6, 10.5, 22.4, 27.1]","{'N': np.float64(0.927145817336811), 'S': np.float64(0.9277813103592767), 'E': np.float64(0.922090449767213), 'W': np.float64(0.9224939151392532)}",S,45.0,0.93
152,21:31:57,"[90, 56, 70, 28]","[27.3, 3.0, 28.4, 44.5]","{'N': np.float64(0.9329809540701852), 'S': np.float64(0.9427260033138619), 'E': np.float64(0.9078487533324574), 'W': np.float64(0.12363812638757371)}",S,45.0,0.94
153,21:31:57,"[71, 8, 69, 75]","[49.5, 4.1, 18.8, 41.3]","{'N': np.float64(0.9135499647489648), 'S': np.float64(0.8914832454828434), 'E': np.float64(0.9133953623139112), 'W': np.float64(0.8995572415212439)}",N,45.0,0.91
154,21:31:57,"[62, 117, 25, 117]","[15.7, 29.5, 37.1, 36.3]","{'N': np.float64(0.9273865644383897), 'S': np.float64(0.9171623077353959), 'E': np.float64(0.11110392432487039), 'W': np.float64(0.9200518770836972)}",N,45.0,0.93
155,21:31:57,"[38, 46, 98, 55]","[44.0, 20.5, 45.7, 6.4]","{'N': np.float64(0.11635075840212683), 'S': np.float64(0.9286781581160238), 'E': np.float64(0.9200895704222728), 'W': np.float64(0.9335267048719148)}",W,45.0,0.93
156,21:31:57,"[104, 99, 108, 115]","[44.6, 33.2, 48.0, 40.6]","{'N': np.float64(0.9168681275143958), 'S': np.float64(0.9094769127673004), 'E': np.float64(0.8971702634448676), 'W': np.float64(0.927500278482427)}",W,45.0,0.93
157,21:31:57,"[45, 50, 60, 90]","[22.8, 6.7, 9.9, 36.4]","{'N': np.float64(0.913663304866999), 'S': np.float64(0.9317066846363807), 'E': np.float64(0.9295579566113361), 'W': np.float64(0.9287262558951822)}",S,45.0,0.93
158,21:31:57,"[115, 40, 113, 14]","[31.5, 23.6, 21.1, 12.2]","{'N': np.float64(0.9270804498298961), 'S': np.float64(0.4228109608293487), 'E': np.float64(0.9339766351363701), 'W': np.float64(0.8383252053852174)}",E,45.0,0.93
159,21:31:57,"[43, 46, 68, 98]","[14.7, 12.9, 19.1, 48.8]","{'N': np.float64(0.9363030492651506), 'S': np.float64(0.9402845407299572), 'E': np.float64(0.9408340306272525), 'W': np.float64(0.9248771664233522)}",E,45.0,0.94
160,21:31:57,"[49, 117, 21, 116]","[11.5, 46.9, 30.5, 15.4]","{'N': np.float64(0.9170145111120159), 'S': np.float64(0.9405725926850775), 'E': np.float64(0.13571261549190317), 'W': np.float64(0.9201593673425879)}",S,45.0,0.94
161,21:31:57,"[38, 83, 89, 27]","[31.9, 42.2, 5.9, 37.6]","{'N': np.float64(0.13763799181376146), 'S': np.float64(0.9381768123007036), 'E': np.float64(0.9421582674091771), 'W': np.float64(0.09511519838392259)}",E,45.0,0.94
162,21:31:57,"[49, 62, 6, 66]","[7.0, 24.9, 36.6, 22.1]","{'N': np.float64(0.9409110347884149), 'S': np.float64(0.9267464609543435), 'E': np.float64(0.11135324981460788), 'W': np.float64(0.9281872111936714)}",N,45.0,0.94
163,21:31:57,"[88, 36, 41, 16]","[5.4, 8.7, 43.6, 19.6]","{'N': np.float64(0.9305147019279599), 'S': np.float64(0.9465586339199674), 'E': np.float64(0.9131195700987418), 'W': np.float64(0.46883674450341356)}",S,45.0,0.95
164,21:31:57,"[11, 98, 58, 19]","[18.6, 49.6, 32.7, 11.4]","{'N': np.float64(0.6959761799400206), 'S': np.float64(0.9234511324048075), 'E': np.float64(0.926953120305123), 'W': np.float64(0.8681293830279551)}",E,45.0,0.93
165,21:31:58,"[27, 41, 23, 41]","[13.5, 21.3, 45.0, 29.9]","{'N': np.float64(0.8076751310939428), 'S': np.float64(0.9253361699193803), 'E': np.float64(0.12488900329171986), 'W': np.float64(0.9097661836247805)}",S,45.0,0.93
166,21:31:58,"[64, 7, 41, 102]","[11.9, 22.7, 29.1, 48.7]","{'N': np.float64(0.9246739877933228), 'S': np.float64(0.34032463375017746), 'E': np.float64(0.9091901974958101), 'W': np.float64(0.8868675554115852)}",N,45.0,0.92
167,21:31:58,"[86, 103, 15, 40]","[30.5, 11.8, 28.1, 3.5]","{'N': np.float64(0.9201244864638499), 'S': np.float64(0.9402145194379325), 'E': np.float64(0.16437198551341944), 'W': np.float64(0.8756650770237858)}",S,45.0,0.94
168,21:31:58,"[103, 112, 13, 59]","[22.9, 31.3, 23.8, 17.1]","{'N': np.float64(0.9221202081440801), 'S': np.float64(0.9173727016543419), 'E': np.float64(0.2471329073635199), 'W': np.float64(0.9327039330769498)}",W,45.0,0.93
169,21:31:58,"[11, 95, 113, 70]","[24.2, 39.1, 22.4, 27.5]","{'N': np.float64(0.3668334684882511), 'S': np.float64(0.9097426820913834), 'E': np.float64(0.9175739910087809), 'W': np.float64(0.9187501008341593)}",W,45.0,0.92
170,21:31:58,"[90, 28, 89, 67]","[18.9, 12.8, 15.9, 36.6]","{'N': np.float64(0.9402885539676195), 'S': np.float64(0.8920228287825899), 'E': np.float64(0.9351896463360185), 'W': np.float64(0.9307930076050451)}",N,45.0,0.94
171,21:31:58,"[68, 103, 22, 68]","[48.9, 21.5, 27.4, 17.1]","{'N': np.float64(0.9298676583279702), 'S': np.float64(0.9330730388664926), 'E': np.float64(0.14666744659362943), 'W': np.float64(0.9323253054924405)}",S,45.0,0.93
172,21:31:58,"[79, 19, 93, 116]","[5.4, 40.2, 24.6, 47.4]","{'N': np.float64(0.9433246043331627), 'S': np.float64(0.15268483265724833), 'E': np.float64(0.9408896256082754), 'W': np.float64(0.9372938523579519)}",N,45.0,0.94
173,21:31:58,"[12, 6, 102, 38]","[4.3, 23.9, 21.7, 10.2]","{'N': np.float64(0.8162981069165167), 'S': np.float64(0.3480760391046019), 'E': np.float64(0.9228882379827578), 'W': np.float64(0.8665373460938883)}",E,45.0,0.92
174,21:31:58,"[108, 99, 93, 66]","[6.0, 37.6, 30.9, 14.6]","{'N': np.float64(0.9405624120474704), 'S': np.float64(0.9224539245976037), 'E': np.float64(0.9332788784791421), 'W': np.float64(0.9427465326987696)}",W,45.0,0.94
175,21:31:58,"[96, 31, 19, 87]","[47.9, 18.4, 18.1, 37.2]","{'N': np.float64(0.9148709944494858), 'S': np.float64(0.6798750448948973), 'E': np.float64(0.760646760463857), 'W': np.float64(0.9278346894212022)}",W,45.0,0.93
176,21:31:59,"[108, 60, 112, 10]","[9.1, 27.9, 27.8, 19.3]","{'N': np.float64(0.946142767681134), 'S': np.float64(0.913982064649706), 'E': np.float64(0.9166637379396593), 'W': np.float64(0.5830757210119255)}",N,45.0,0.95
177,21:31:59,"[94, 105, 118, 41]","[43.0, 35.6, 33.7, 13.9]","{'N': np.float64(0.9327075885225466), 'S': np.float64(0.9175971841793628), 'E': np.float64(0.9072735311859134), 'W': np.float64(0.8884173650671446)}",N,45.0,0.93
178,21:31:59,"[95, 64, 83, 56]","[8.0, 20.6, 13.0, 13.0]","{'N': np.float64(0.9347236829907439), 'S': np.float64(0.9260526741629758), 'E': np.float64(0.9422558028335103), 'W': np.float64(0.9396701430064704)}",E,45.0,0.94
179,21:31:59,"[25, 7, 80, 76]","[17.9, 17.9, 9.7, 32.1]","{'N': np.float64(0.659608958357107), 'S': np.float64(0.6287410955888316), 'E': np.float64(0.9114092814446761), 'W': np.float64(0.9152438725957494)}",W,45.0,0.92
180,21:31:59,"[85, 35, 94, 61]","[2.2, 32.0, 41.3, 24.7]","{'N': np.float64(0.9426343821607666), 'S': np.float64(0.12392805644376714), 'E': np.float64(0.9287885396934624), 'W': np.float64(0.9234409922735201)}",N,45.0,0.94
181,21:31:59,"[58, 51, 54, 23]","[20.5, 15.6, 37.5, 48.1]","{'N': np.float64(0.9315875244998836), 'S': np.float64(0.9400147548845659), 'E': np.float64(0.9274049307349654), 'W': np.float64(0.12055006230529124)}",S,45.0,0.94
182,21:31:59,"[102, 50, 50, 82]","[37.6, 31.3, 40.7, 28.2]","{'N': np.float64(0.9338429591531362), 'S': np.float64(0.9202835669433036), 'E': np.float64(0.9173404122352946), 'W': np.float64(0.9285510882158872)}",N,45.0,0.93
183,21:31:59,"[89, 32, 50, 116]","[4.3, 45.6, 38.2, 7.4]","{'N': np.float64(0.948131131700332), 'S': np.float64(0.13313886388804175), 'E': np.float64(0.9329371472861702), 'W': np.float64(0.9343176071249663)}",N,45.0,0.95
184,21:31:59,"[60, 18, 20, 49]","[46.3, 13.6, 13.7, 11.8]","{'N': np.float64(0.931188699584936), 'S': np.float64(0.8606368386382892), 'E': np.float64(0.86131374055559), 'W': np.float64(0.9354014816625351)}",W,45.0,0.94
185,21:31:59,"[39, 8, 55, 87]","[17.8, 20.5, 7.1, 33.5]","{'N': np.float64(0.8298769077125597), 'S': np.float64(0.5629829210757322), 'E': np.float64(0.9322072906977232), 'W': np.float64(0.9164146600912937)}",E,45.0,0.93
186,21:31:59,"[96, 25, 83, 95]","[29.9, 49.8, 45.3, 34.5]","{'N': np.float64(0.9166147950955443), 'S': np.float64(0.12797842860394337), 'E': np.float64(0.9117340703922512), 'W': np.float64(0.9303972280826347)}",W,45.0,0.93
187,21:31:59,"[46, 10, 112, 60]","[37.7, 22.9, 6.2, 7.0]","{'N': np.float64(0.8974852790472845), 'S': np.float64(0.32096196474926075), 'E': np.float64(0.9256116227584131), 'W': np.float64(0.9185688690018738)}",E,45.0,0.93
